State,Politics,Consumer,units,Month,Cost,PercentWind,PercentSolar
Pennsylvania,Red,commercial,cents per kilowatthour,Feb,10.81,0.015808445,0.003347065
Pennsylvania,Red,commercial,cents per kilowatthour,Mar,11.28,0.019977633,0.003965026
Pennsylvania,Red,commercial,cents per kilowatthour,Apr,11.23,0.023856605,0.006314984
Pennsylvania,Red,commercial,cents per kilowatthour,May,11.1,0.014209498,0.006285986
Pennsylvania,Red,commercial,cents per kilowatthour,Jun,10.71,0.012232697,0.006944125
Pennsylvania,Red,commercial,cents per kilowatthour,Jul,10.92,0.007144349,0.006141634
Pennsylvania,Red,commercial,cents per kilowatthour,Aug,10.88,0.008113323,0.006052101
Pennsylvania,Red,commercial,cents per kilowatthour,Sep,11.02,0.011972574,0.005590717
Pennsylvania,Red,commercial,cents per kilowatthour,Oct,10.97,0.018293777,0.006396843
Pennsylvania,Red,commercial,cents per kilowatthour,Nov,11.32,0.021038718,0.003910338
Pennsylvania,Red,commercial,cents per kilowatthour,Dec,11.12,0.017491231,0.002861362
Pennsylvania,Red,industrial,cents per kilowatthour,Jan,8.01,0.014844299,0.001592133
Pennsylvania,Red,industrial,cents per kilowatthour,Feb,7.98,0.015808445,0.003347065
Pennsylvania,Red,industrial,cents per kilowatthour,Mar,7.72,0.019977633,0.003965026
Pennsylvania,Red,industrial,cents per kilowatthour,Apr,7.73,0.023856605,0.006314984
Pennsylvania,Red,industrial,cents per kilowatthour,May,7.66,0.014209498,0.006285986
Pennsylvania,Red,industrial,cents per kilowatthour,Jun,7.73,0.012232697,0.006944125
Pennsylvania,Red,industrial,cents per kilowatthour,Jul,7.87,0.007144349,0.006141634
Pennsylvania,Red,industrial,cents per kilowatthour,Aug,8.07,0.008113323,0.006052101
Pennsylvania,Red,industrial,cents per kilowatthour,Sep,7.84,0.011972574,0.005590717
Pennsylvania,Red,industrial,cents per kilowatthour,Oct,7.78,0.018293777,0.006396843
Pennsylvania,Red,industrial,cents per kilowatthour,Nov,7.76,0.021038718,0.003910338
Pennsylvania,Red,industrial,cents per kilowatthour,Dec,7.98,0.017491231,0.002861362
Pennsylvania,Red,residential,cents per kilowatthour,Jan,17.42,0.014844299,0.001592133
Pennsylvania,Red,residential,cents per kilowatthour,Feb,17.29,0.015808445,0.003347065
Pennsylvania,Red,residential,cents per kilowatthour,Mar,17.99,0.019977633,0.003965026
Pennsylvania,Red,residential,cents per kilowatthour,Apr,18.33,0.023856605,0.006314984
Pennsylvania,Red,residential,cents per kilowatthour,May,18.58,0.014209498,0.006285986
Pennsylvania,Red,residential,cents per kilowatthour,Jun,17.69,0.012232697,0.006944125
Pennsylvania,Red,residential,cents per kilowatthour,Jul,17.46,0.007144349,0.006141634
Pennsylvania,Red,residential,cents per kilowatthour,Aug,17.59,0.008113323,0.006052101
Pennsylvania,Red,residential,cents per kilowatthour,Sep,17.81,0.011972574,0.005590717
Pennsylvania,Red,residential,cents per kilowatthour,Oct,18.45,0.018293777,0.006396843
Pennsylvania,Red,residential,cents per kilowatthour,Nov,18.08,0.021038718,0.003910338
Pennsylvania,Red,residential,cents per kilowatthour,Dec,17.6,0.017491231,0.002861362
Rhode Island,Blue,all sectors,cents per kilowatthour,Jan,25.52,0.028400598,0.038863976
Rhode Island,Blue,all sectors,cents per kilowatthour,Feb,24.99,0.029038113,0.068965517
Rhode Island,Blue,all sectors,cents per kilowatthour,Mar,23.39,0.036166365,0.09403255
Rhode Island,Blue,all sectors,cents per kilowatthour,Apr,22.59,0.028169014,0.102112676
Rhode Island,Blue,all sectors,cents per kilowatthour,May,22.93,0.018703242,0.082294264
Rhode Island,Blue,all sectors,cents per kilowatthour,Jun,22.52,0.01452514,0.080446927
Rhode Island,Blue,all sectors,cents per kilowatthour,Jul,22.85,0.008122744,0.059566787
Rhode Island,Blue,all sectors,cents per kilowatthour,Aug,23.96,0.008628955,0.063279003
Rhode Island,Blue,all sectors,cents per kilowatthour,Sep,25.01,0.012437811,0.069651741
Rhode Island,Blue,all sectors,cents per kilowatthour,Oct,23.04,0.01369863,0.060502283
Rhode Island,Blue,all sectors,cents per kilowatthour,Nov,25.47,0.02351314,0.051175657
Rhode Island,Blue,all sectors,cents per kilowatthour,Dec,24.32,0.027190332,0.049848943
Rhode Island,Blue,commercial,cents per kilowatthour,Jan,21.23,0.028400598,0.038863976
Rhode Island,Blue,commercial,cents per kilowatthour,Feb,20.76,0.029038113,0.068965517
Rhode Island,Blue,commercial,cents per kilowatthour,Mar,19.12,0.036166365,0.09403255
Rhode Island,Blue,commercial,cents per kilowatthour,Apr,19.29,0.028169014,0.102112676
Rhode Island,Blue,commercial,cents per kilowatthour,May,19.99,0.018703242,0.082294264
Rhode Island,Blue,commercial,cents per kilowatthour,Jun,19.83,0.01452514,0.080446927
Rhode Island,Blue,commercial,cents per kilowatthour,Jul,20.57,0.008122744,0.059566787
Rhode Island,Blue,commercial,cents per kilowatthour,Aug,21.7,0.008628955,0.063279003
Rhode Island,Blue,commercial,cents per kilowatthour,Sep,22.97,0.012437811,0.069651741
Rhode Island,Blue,commercial,cents per kilowatthour,Oct,20.04,0.01369863,0.060502283
Rhode Island,Blue,commercial,cents per kilowatthour,Nov,22.68,0.02351314,0.051175657
Rhode Island,Blue,commercial,cents per kilowatthour,Dec,24.08,0.027190332,0.049848943
Rhode Island,Blue,industrial,cents per kilowatthour,Jan,19.35,0.028400598,0.038863976
Rhode Island,Blue,industrial,cents per kilowatthour,Feb,19.35,0.029038113,0.068965517
Rhode Island,Blue,industrial,cents per kilowatthour,Mar,17.47,0.036166365,0.09403255
Rhode Island,Blue,industrial,cents per kilowatthour,Apr,18.22,0.028169014,0.102112676
Rhode Island,Blue,industrial,cents per kilowatthour,May,19.53,0.018703242,0.082294264
Rhode Island,Blue,industrial,cents per kilowatthour,Jun,18.98,0.01452514,0.080446927
Rhode Island,Blue,industrial,cents per kilowatthour,Jul,20.5,0.008122744,0.059566787
Rhode Island,Blue,industrial,cents per kilowatthour,Aug,20.37,0.008628955,0.063279003
Rhode Island,Blue,industrial,cents per kilowatthour,Sep,20.45,0.012437811,0.069651741
Rhode Island,Blue,industrial,cents per kilowatthour,Oct,18.81,0.01369863,0.060502283
Rhode Island,Blue,industrial,cents per kilowatthour,Nov,22.74,0.02351314,0.051175657
Rhode Island,Blue,industrial,cents per kilowatthour,Dec,20.41,0.027190332,0.049848943
Rhode Island,Blue,residential,cents per kilowatthour,Jan,31.26,0.028400598,0.038863976
Rhode Island,Blue,residential,cents per kilowatthour,Feb,31.01,0.029038113,0.068965517
Rhode Island,Blue,residential,cents per kilowatthour,Mar,30.31,0.036166365,0.09403255
Rhode Island,Blue,residential,cents per kilowatthour,Apr,27.97,0.028169014,0.102112676
Rhode Island,Blue,residential,cents per kilowatthour,May,28.12,0.018703242,0.082294264
Rhode Island,Blue,residential,cents per kilowatthour,Jun,27.06,0.01452514,0.080446927
Rhode Island,Blue,residential,cents per kilowatthour,Jul,25.6,0.008122744,0.059566787
Rhode Island,Blue,residential,cents per kilowatthour,Aug,26.66,0.008628955,0.063279003
Rhode Island,Blue,residential,cents per kilowatthour,Sep,28.56,0.012437811,0.069651741
Rhode Island,Blue,residential,cents per kilowatthour,Oct,27.57,0.01369863,0.060502283
Rhode Island,Blue,residential,cents per kilowatthour,Nov,29.1,0.02351314,0.051175657
Rhode Island,Blue,residential,cents per kilowatthour,Dec,25.31,0.027190332,0.049848943
South Carolina,Red,all sectors,cents per kilowatthour,Jan,10.85,0,0.017797179
South Carolina,Red,all sectors,cents per kilowatthour,Feb,10.61,0,0.0234712
South Carolina,Red,all sectors,cents per kilowatthour,Mar,10.4,0,0.032335012
South Carolina,Red,all sectors,cents per kilowatthour,Apr,10.3,0,0.041131105
South Carolina,Red,all sectors,cents per kilowatthour,May,10.11,0,0.037551316
South Carolina,Red,all sectors,cents per kilowatthour,Jun,10.96,0,0.039085288
South Carolina,Red,all sectors,cents per kilowatthour,Jul,11.09,0,0.031988443
South Carolina,Red,all sectors,cents per kilowatthour,Aug,11.18,0,0.031226923
South Carolina,Red,all sectors,cents per kilowatthour,Sep,11.24,0,0.027293774
South Carolina,Red,all sectors,cents per kilowatthour,Oct,11.09,0,0.035171638
South Carolina,Red,all sectors,cents per kilowatthour,Nov,10.97,0,0.024209627
South Carolina,Red,all sectors,cents per kilowatthour,Dec,10.79,0,0.018598163
South Carolina,Red,commercial,cents per kilowatthour,Jan,10.62,0,0.017797179
South Carolina,Red,commercial,cents per kilowatthour,Feb,10.47,0,0.0234712
South Carolina,Red,commercial,cents per kilowatthour,Mar,10.4,0,0.032335012
South Carolina,Red,commercial,cents per kilowatthour,Apr,10.15,0,0.041131105
South Carolina,Red,commercial,cents per kilowatthour,May,9.88,0,0.037551316
South Carolina,Red,commercial,cents per kilowatthour,Jun,10.58,0,0.039085288
South Carolina,Red,commercial,cents per kilowatthour,Jul,10.71,0,0.031988443
South Carolina,Red,commercial,cents per kilowatthour,Aug,10.64,0,0.031226923
South Carolina,Red,commercial,cents per kilowatthour,Sep,10.79,0,0.027293774
South Carolina,Red,commercial,cents per kilowatthour,Oct,10.91,0,0.035171638
South Carolina,Red,commercial,cents per kilowatthour,Nov,11.23,0,0.024209627
South Carolina,Red,commercial,cents per kilowatthour,Dec,10.62,0,0.018598163
South Carolina,Red,industrial,cents per kilowatthour,Jan,7.05,0,0.017797179
South Carolina,Red,industrial,cents per kilowatthour,Feb,6.55,0,0.0234712
South Carolina,Red,industrial,cents per kilowatthour,Mar,6.39,0,0.032335012
South Carolina,Red,industrial,cents per kilowatthour,Apr,6.4,0,0.041131105
South Carolina,Red,industrial,cents per kilowatthour,May,6.38,0,0.037551316
South Carolina,Red,industrial,cents per kilowatthour,Jun,6.98,0,0.039085288
South Carolina,Red,industrial,cents per kilowatthour,Jul,7.43,0,0.031988443
South Carolina,Red,industrial,cents per kilowatthour,Aug,7.11,0,0.031226923
South Carolina,Red,industrial,cents per kilowatthour,Sep,7.15,0,0.027293774
South Carolina,Red,industrial,cents per kilowatthour,Oct,7.05,0,0.035171638
South Carolina,Red,industrial,cents per kilowatthour,Nov,6.73,0,0.024209627
South Carolina,Red,industrial,cents per kilowatthour,Dec,6.58,0,0.018598163
South Carolina,Red,residential,cents per kilowatthour,Jan,13.22,0,0.017797179
South Carolina,Red,residential,cents per kilowatthour,Feb,13.86,0,0.0234712
South Carolina,Red,residential,cents per kilowatthour,Mar,14.5,0,0.032335012
South Carolina,Red,residential,cents per kilowatthour,Apr,14.51,0,0.041131105
South Carolina,Red,residential,cents per kilowatthour,May,13.7,0,0.037551316
South Carolina,Red,residential,cents per kilowatthour,Jun,13.82,0,0.039085288
South Carolina,Red,residential,cents per kilowatthour,Jul,13.51,0,0.031988443
South Carolina,Red,residential,cents per kilowatthour,Aug,14.24,0,0.031226923
South Carolina,Red,residential,cents per kilowatthour,Sep,14.71,0,0.027293774
South Carolina,Red,residential,cents per kilowatthour,Oct,15.32,0,0.035171638
South Carolina,Red,residential,cents per kilowatthour,Nov,15.54,0,0.024209627
South Carolina,Red,residential,cents per kilowatthour,Dec,13.87,0,0.018598163
South Dakota,Red,all sectors,cents per kilowatthour,Jan,10.37,0.531741409,0.005824112
South Dakota,Red,all sectors,cents per kilowatthour,Feb,10.6,0.630434783,0.006642512
South Dakota,Red,all sectors,cents per kilowatthour,Mar,10.61,0.659102902,0.006332454
South Dakota,Red,all sectors,cents per kilowatthour,Apr,10.68,0.702673213,0.00872886
South Dakota,Red,all sectors,cents per kilowatthour,May,10.91,0.608569774,0.011001737
South Dakota,Red,all sectors,cents per kilowatthour,Jun,11.52,0.551056338,0.031690141
South Dakota,Red,all sectors,cents per kilowatthour,Jul,11.36,0.395098625,0.033472803
South Dakota,Red,all sectors,cents per kilowatthour,Aug,11.44,0.511515152,0.029090909
South Dakota,Red,all sectors,cents per kilowatthour,Sep,11.27,0.619784657,0.030955585
South Dakota,Red,all sectors,cents per kilowatthour,Oct,11.19,0.709206349,0.01968254
South Dakota,Red,all sectors,cents per kilowatthour,Nov,11.14,0.611940299,0.011940299
South Dakota,Red,all sectors,cents per kilowatthour,Dec,10.94,0.582702703,0.008648649
South Dakota,Red,commercial,cents per kilowatthour,Jan,10.11,0.531741409,0.005824112
South Dakota,Red,commercial,cents per kilowatthour,Feb,10.34,0.630434783,0.006642512
South Dakota,Red,commercial,cents per kilowatthour,Mar,10.38,0.659102902,0.006332454
South Dakota,Red,commercial,cents per kilowatthour,Apr,10.23,0.702673213,0.00872886
South Dakota,Red,commercial,cents per kilowatthour,May,10.35,0.608569774,0.011001737
South Dakota,Red,commercial,cents per kilowatthour,Jun,11.13,0.551056338,0.031690141
South Dakota,Red,commercial,cents per kilowatthour,Jul,10.87,0.395098625,0.033472803
South Dakota,Red,commercial,cents per kilowatthour,Aug,10.99,0.511515152,0.029090909
South Dakota,Red,commercial,cents per kilowatthour,Sep,10.75,0.619784657,0.030955585
South Dakota,Red,commercial,cents per kilowatthour,Oct,10.76,0.709206349,0.01968254
South Dakota,Red,commercial,cents per kilowatthour,Nov,10.78,0.611940299,0.011940299
South Dakota,Red,commercial,cents per kilowatthour,Dec,10.61,0.582702703,0.008648649
South Dakota,Red,industrial,cents per kilowatthour,Jan,8.31,0.531741409,0.005824112
South Dakota,Red,industrial,cents per kilowatthour,Feb,8.3,0.630434783,0.006642512
South Dakota,Red,industrial,cents per kilowatthour,Mar,8.12,0.659102902,0.006332454
South Dakota,Red,industrial,cents per kilowatthour,Apr,8.17,0.702673213,0.00872886
South Dakota,Red,industrial,cents per kilowatthour,May,8.27,0.608569774,0.011001737
South Dakota,Red,industrial,cents per kilowatthour,Jun,8.6,0.551056338,0.031690141
South Dakota,Red,industrial,cents per kilowatthour,Jul,8.54,0.395098625,0.033472803
South Dakota,Red,industrial,cents per kilowatthour,Aug,8.62,0.511515152,0.029090909
South Dakota,Red,industrial,cents per kilowatthour,Sep,8.42,0.619784657,0.030955585
South Dakota,Red,industrial,cents per kilowatthour,Oct,8.4,0.709206349,0.01968254
South Dakota,Red,industrial,cents per kilowatthour,Nov,8.47,0.611940299,0.011940299
South Dakota,Red,industrial,cents per kilowatthour,Dec,8.54,0.582702703,0.008648649
South Dakota,Red,residential,cents per kilowatthour,Jan,11.49,0.531741409,0.005824112
South Dakota,Red,residential,cents per kilowatthour,Feb,12.07,0.630434783,0.006642512
South Dakota,Red,residential,cents per kilowatthour,Mar,12.31,0.659102902,0.006332454
South Dakota,Red,residential,cents per kilowatthour,Apr,12.84,0.702673213,0.00872886
South Dakota,Red,residential,cents per kilowatthour,May,13.62,0.608569774,0.011001737
South Dakota,Red,residential,cents per kilowatthour,Jun,14.14,0.551056338,0.031690141
South Dakota,Red,residential,cents per kilowatthour,Jul,13.69,0.395098625,0.033472803
South Dakota,Red,residential,cents per kilowatthour,Aug,13.84,0.511515152,0.029090909
South Dakota,Red,residential,cents per kilowatthour,Sep,14.01,0.619784657,0.030955585
South Dakota,Red,residential,cents per kilowatthour,Oct,13.85,0.709206349,0.01968254
South Dakota,Red,residential,cents per kilowatthour,Nov,13.45,0.611940299,0.011940299
South Dakota,Red,residential,cents per kilowatthour,Dec,12.42,0.582702703,0.008648649
Tennessee,Red,all sectors,cents per kilowatthour,Jan,10.89,0,0.005950841
Tennessee,Red,all sectors,cents per kilowatthour,Feb,10.71,0,0.010846641
Tennessee,Red,all sectors,cents per kilowatthour,Mar,11.22,0,0.015756985
Tennessee,Red,all sectors,cents per kilowatthour,Apr,10.78,0,0.022854679
Tennessee,Red,all sectors,cents per kilowatthour,May,10.41,0,0.01860546
Tennessee,Red,all sectors,cents per kilowatthour,Jun,10.92,0,0.016834064
Tennessee,Red,all sectors,cents per kilowatthour,Jul,11.03,0,0.015888502
Tennessee,Red,all sectors,cents per kilowatthour,Aug,11.03,0,0.019841862
Tennessee,Red,all sectors,cents per kilowatthour,Sep,11.11,0,0.014079841
Tennessee,Red,all sectors,cents per kilowatthour,Oct,10.86,0,0.02189311
Tennessee,Red,all sectors,cents per kilowatthour,Nov,11.17,0,0.013424296
Tennessee,Red,all sectors,cents per kilowatthour,Dec,11.48,0,0.008485857
Tennessee,Red,commercial,cents per kilowatthour,Jan,11.95,0,0.005950841
Tennessee,Red,commercial,cents per kilowatthour,Feb,11.84,0,0.010846641
Tennessee,Red,commercial,cents per kilowatthour,Mar,12.57,0,0.015756985
Tennessee,Red,commercial,cents per kilowatthour,Apr,12.06,0,0.022854679
Tennessee,Red,commercial,cents per kilowatthour,May,11.44,0,0.01860546
Tennessee,Red,commercial,cents per kilowatthour,Jun,12.12,0,0.016834064
Tennessee,Red,commercial,cents per kilowatthour,Jul,12.08,0,0.015888502
Tennessee,Red,commercial,cents per kilowatthour,Aug,12.1,0,0.019841862
Tennessee,Red,commercial,cents per kilowatthour,Sep,12.3,0,0.014079841
Tennessee,Red,commercial,cents per kilowatthour,Oct,12.02,0,0.02189311
Tennessee,Red,commercial,cents per kilowatthour,Nov,12.46,0,0.013424296
Tennessee,Red,commercial,cents per kilowatthour,Dec,12.73,0,0.008485857
Tennessee,Red,industrial,cents per kilowatthour,Jan,6.31,0,0.005950841
Tennessee,Red,industrial,cents per kilowatthour,Feb,6.14,0,0.010846641
Tennessee,Red,industrial,cents per kilowatthour,Mar,6.37,0,0.015756985
Tennessee,Red,industrial,cents per kilowatthour,Apr,6.03,0,0.022854679
Tennessee,Red,industrial,cents per kilowatthour,May,5.72,0,0.01860546
Tennessee,Red,industrial,cents per kilowatthour,Jun,6.09,0,0.016834064
Tennessee,Red,industrial,cents per kilowatthour,Jul,6.31,0,0.015888502
Tennessee,Red,industrial,cents per kilowatthour,Aug,6.25,0,0.019841862
Tennessee,Red,industrial,cents per kilowatthour,Sep,6.36,0,0.014079841
Tennessee,Red,industrial,cents per kilowatthour,Oct,6.17,0,0.02189311
Tennessee,Red,industrial,cents per kilowatthour,Nov,6.14,0,0.013424296
Tennessee,Red,industrial,cents per kilowatthour,Dec,6.59,0,0.008485857
Tennessee,Red,residential,cents per kilowatthour,Jan,12.04,0,0.005950841
Tennessee,Red,residential,cents per kilowatthour,Feb,11.91,0,0.010846641
Tennessee,Red,residential,cents per kilowatthour,Mar,13.09,0,0.015756985
Tennessee,Red,residential,cents per kilowatthour,Apr,12.68,0,0.022854679
Tennessee,Red,residential,cents per kilowatthour,May,12.38,0,0.01860546
Tennessee,Red,residential,cents per kilowatthour,Jun,12.48,0,0.016834064
Tennessee,Red,residential,cents per kilowatthour,Jul,12.27,0,0.015888502
Tennessee,Red,residential,cents per kilowatthour,Aug,12.36,0,0.019841862
Tennessee,Red,residential,cents per kilowatthour,Sep,12.53,0,0.014079841
Tennessee,Red,residential,cents per kilowatthour,Oct,12.84,0,0.02189311
Tennessee,Red,residential,cents per kilowatthour,Nov,13.69,0,0.013424296
Tennessee,Red,residential,cents per kilowatthour,Dec,13.04,0,0.008485857
Texas,Red,all sectors,cents per kilowatthour,Jan,10.06,0.219693279,0.045404979
Texas,Red,all sectors,cents per kilowatthour,Feb,9.57,0.338349693,0.063590846
Texas,Red,all sectors,cents per kilowatthour,Mar,9.39,0.313168413,0.075159339
Texas,Red,all sectors,cents per kilowatthour,Apr,9.5,0.342311173,0.07654229
Texas,Red,all sectors,cents per kilowatthour,May,9.83,0.255819209,0.075570621
Texas,Red,all sectors,cents per kilowatthour,Jun,10.31,0.226734452,0.083261873
Texas,Red,all sectors,cents per kilowatthour,Jul,10.46,0.180217043,0.082349918
Texas,Red,all sectors,cents per kilowatthour,Aug,10.64,0.155977292,0.082636733
Texas,Red,all sectors,cents per kilowatthour,Sep,10.34,0.152009645,0.085315709
Texas,Red,all sectors,cents per kilowatthour,Oct,9.96,0.23842556,0.092437355
Texas,Red,all sectors,cents per kilowatthour,Nov,9.96,0.287367406,0.077093487
Texas,Red,all sectors,cents per kilowatthour,Dec,9.97,0.262040485,0.065085759
Texas,Red,commercial,cents per kilowatthour,Jan,8.8,0.219693279,0.045404979
Texas,Red,commercial,cents per kilowatthour,Feb,8.47,0.338349693,0.063590846
Texas,Red,commercial,cents per kilowatthour,Mar,8.58,0.313168413,0.075159339
Texas,Red,commercial,cents per kilowatthour,Apr,8.56,0.342311173,0.07654229
Texas,Red,commercial,cents per kilowatthour,May,8.58,0.255819209,0.075570621
Texas,Red,commercial,cents per kilowatthour,Jun,9.03,0.226734452,0.083261873
Texas,Red,commercial,cents per kilowatthour,Jul,9.13,0.180217043,0.082349918
Texas,Red,commercial,cents per kilowatthour,Aug,9.11,0.155977292,0.082636733
Texas,Red,commercial,cents per kilowatthour,Sep,8.92,0.152009645,0.085315709
Texas,Red,commercial,cents per kilowatthour,Oct,8.71,0.23842556,0.092437355
Texas,Red,commercial,cents per kilowatthour,Nov,8.84,0.287367406,0.077093487
Texas,Red,commercial,cents per kilowatthour,Dec,8.85,0.262040485,0.065085759
Texas,Red,industrial,cents per kilowatthour,Jan,6.38,0.219693279,0.045404979
Texas,Red,industrial,cents per kilowatthour,Feb,6,0.338349693,0.063590846
Texas,Red,industrial,cents per kilowatthour,Mar,5.83,0.313168413,0.075159339
Texas,Red,industrial,cents per kilowatthour,Apr,6.08,0.342311173,0.07654229
Texas,Red,industrial,cents per kilowatthour,May,6.42,0.255819209,0.075570621
Texas,Red,industrial,cents per kilowatthour,Jun,6.46,0.226734452,0.083261873
Texas,Red,industrial,cents per kilowatthour,Jul,6.4,0.180217043,0.082349918
Texas,Red,industrial,cents per kilowatthour,Aug,6.58,0.155977292,0.082636733
Texas,Red,industrial,cents per kilowatthour,Sep,6.23,0.152009645,0.085315709
Texas,Red,industrial,cents per kilowatthour,Oct,6,0.23842556,0.092437355
Texas,Red,industrial,cents per kilowatthour,Nov,6.26,0.287367406,0.077093487
Texas,Red,industrial,cents per kilowatthour,Dec,6.38,0.262040485,0.065085759
Texas,Red,residential,cents per kilowatthour,Jan,14.36,0.219693279,0.045404979
Texas,Red,residential,cents per kilowatthour,Feb,14.48,0.338349693,0.063590846
Texas,Red,residential,cents per kilowatthour,Mar,15.05,0.313168413,0.075159339
Texas,Red,residential,cents per kilowatthour,Apr,15.16,0.342311173,0.07654229
Texas,Red,residential,cents per kilowatthour,May,14.84,0.255819209,0.075570621
Texas,Red,residential,cents per kilowatthour,Jun,14.56,0.226734452,0.083261873
Texas,Red,residential,cents per kilowatthour,Jul,14.7,0.180217043,0.082349918
Texas,Red,residential,cents per kilowatthour,Aug,14.9,0.155977292,0.082636733
Texas,Red,residential,cents per kilowatthour,Sep,15.04,0.152009645,0.085315709
Texas,Red,residential,cents per kilowatthour,Oct,15.67,0.23842556,0.092437355
Texas,Red,residential,cents per kilowatthour,Nov,15.69,0.287367406,0.077093487
Texas,Red,residential,cents per kilowatthour,Dec,15.32,0.262040485,0.065085759
Utah,Red,all sectors,cents per kilowatthour,Jan,9.07,0.02481582,0.077937185
Utah,Red,all sectors,cents per kilowatthour,Feb,8.63,0.031863815,0.11348756
Utah,Red,all sectors,cents per kilowatthour,Mar,8.61,0.035309503,0.157367044
Utah,Red,all sectors,cents per kilowatthour,Apr,8.6,0.023914104,0.221571498
Utah,Red,all sectors,cents per kilowatthour,May,8.53,0.023374416,0.23799405
Utah,Red,all sectors,cents per kilowatthour,Jun,9.1,0.025343954,0.208906589
Utah,Red,all sectors,cents per kilowatthour,Jul,9.95,0.012965051,0.167981962
Utah,Red,all sectors,cents per kilowatthour,Aug,9.54,0.02292769,0.156084656
Utah,Red,all sectors,cents per kilowatthour,Sep,9.98,0.014898145,0.143812709
Utah,Red,all sectors,cents per kilowatthour,Oct,8.77,0.018171161,0.114888628
Utah,Red,all sectors,cents per kilowatthour,Nov,8.54,0.023833501,0.091305807
Utah,Red,all sectors,cents per kilowatthour,Dec,8.48,0.016728625,0.074039653
Utah,Red,commercial,cents per kilowatthour,Jan,8.01,0.02481582,0.077937185
Utah,Red,commercial,cents per kilowatthour,Feb,8.07,0.031863815,0.11348756
Utah,Red,commercial,cents per kilowatthour,Mar,8.2,0.035309503,0.157367044
Utah,Red,commercial,cents per kilowatthour,Apr,8.25,0.023914104,0.221571498
Utah,Red,commercial,cents per kilowatthour,May,8.4,0.023374416,0.23799405
Utah,Red,commercial,cents per kilowatthour,Jun,8.43,0.025343954,0.208906589
Utah,Red,commercial,cents per kilowatthour,Jul,9.31,0.012965051,0.167981962
Utah,Red,commercial,cents per kilowatthour,Aug,8.73,0.02292769,0.156084656
Utah,Red,commercial,cents per kilowatthour,Sep,9.74,0.014898145,0.143812709
Utah,Red,commercial,cents per kilowatthour,Oct,8.01,0.018171161,0.114888628
Utah,Red,commercial,cents per kilowatthour,Nov,8.36,0.023833501,0.091305807
Utah,Red,commercial,cents per kilowatthour,Dec,7.77,0.016728625,0.074039653
Utah,Red,industrial,cents per kilowatthour,Jan,8.36,0.02481582,0.077937185
Utah,Red,industrial,cents per kilowatthour,Feb,6.55,0.031863815,0.11348756
Utah,Red,industrial,cents per kilowatthour,Mar,6.5,0.035309503,0.157367044
Utah,Red,industrial,cents per kilowatthour,Apr,6.58,0.023914104,0.221571498
Utah,Red,industrial,cents per kilowatthour,May,6.19,0.023374416,0.23799405
Utah,Red,industrial,cents per kilowatthour,Jun,6.59,0.025343954,0.208906589
Utah,Red,industrial,cents per kilowatthour,Jul,7.46,0.012965051,0.167981962
Utah,Red,industrial,cents per kilowatthour,Aug,7.16,0.02292769,0.156084656
Utah,Red,industrial,cents per kilowatthour,Sep,7.25,0.014898145,0.143812709
Utah,Red,industrial,cents per kilowatthour,Oct,7.08,0.018171161,0.114888628
Utah,Red,industrial,cents per kilowatthour,Nov,6.09,0.023833501,0.091305807
Utah,Red,industrial,cents per kilowatthour,Dec,6.21,0.016728625,0.074039653
Utah,Red,residential,cents per kilowatthour,Jan,10.81,0.02481582,0.077937185
Utah,Red,residential,cents per kilowatthour,Feb,10.95,0.031863815,0.11348756
Utah,Red,residential,cents per kilowatthour,Mar,10.96,0.035309503,0.157367044
Utah,Red,residential,cents per kilowatthour,Apr,11.01,0.023914104,0.221571498
Utah,Red,residential,cents per kilowatthour,May,10.96,0.023374416,0.23799405
Utah,Red,residential,cents per kilowatthour,Jun,11.45,0.025343954,0.208906589
Utah,Red,residential,cents per kilowatthour,Jul,11.85,0.012965051,0.167981962
Utah,Red,residential,cents per kilowatthour,Aug,11.73,0.02292769,0.156084656
Utah,Red,residential,cents per kilowatthour,Sep,12.12,0.014898145,0.143812709
Utah,Red,residential,cents per kilowatthour,Oct,11.37,0.018171161,0.114888628
Utah,Red,residential,cents per kilowatthour,Nov,10.88,0.023833501,0.091305807
Utah,Red,residential,cents per kilowatthour,Dec,11.02,0.016728625,0.074039653
Vermont,Blue,all sectors,cents per kilowatthour,Jan,18.07,0.094017094,0.034188034
Vermont,Blue,all sectors,cents per kilowatthour,Feb,18.13,0.135964912,0.061403509
Vermont,Blue,all sectors,cents per kilowatthour,Mar,18.38,0.164609053,0.069958848
Vermont,Blue,all sectors,cents per kilowatthour,Apr,18.16,0.160550459,0.096330275
Vermont,Blue,all sectors,cents per kilowatthour,May,18.16,0.120772947,0.120772947
Vermont,Blue,all sectors,cents per kilowatthour,Jun,18.41,0.14213198,0.126903553
Vermont,Blue,all sectors,cents per kilowatthour,Jul,18.1,0.095744681,0.138297872
Vermont,Blue,all sectors,cents per kilowatthour,Aug,18.02,0.114832536,0.114832536
Vermont,Blue,all sectors,cents per kilowatthour,Sep,18.74,0.109452736,0.109452736
Vermont,Blue,all sectors,cents per kilowatthour,Oct,19,0.192513369,0.106951872
Vermont,Blue,all sectors,cents per kilowatthour,Nov,20.27,0.205882353,0.058823529
Vermont,Blue,all sectors,cents per kilowatthour,Dec,19.12,0.147465438,0.041474654
